start_time;run_id;gpu;generation;network;n_conv;dim1;kernel_conv;stride_conv;kernel_pool;stride_pool;n_layers;dim2;train_time;end_time;accuracy;num_epochs;loss_log;test_imgs;errors
2019-06-19 14:06:24.242934;20190619140619;cuda:0;0;Net_0;7;[3, 45, 87, 130, 172, 215, 257, 300];[2, 2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];7;[1200, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:06:38.490375;26.07377463365336;1;[];1979;no errors
2019-06-19 14:06:40.052437;20190619140619;cuda:0;0;Net_1;5;[3, 62, 121, 181, 240, 300];[3, 3, 3, 3, 3];[1, 1, 1, 1, 1];[2, 2, 2, 2, 2];[3, 3, 3, 3, 3];7;[300, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:06:53.126637;22.890348660939868;1;[];1979;no errors
2019-06-19 14:06:54.759383;20190619140619;cuda:0;0;Net_2;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];7;[2700, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:07:10.940548;13.03688731682668;1;[];1979;no errors
2019-06-19 14:07:12.567409;20190619140619;cuda:0;0;Net_3;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[4, 4, 4, 4];[2, 2, 2, 2];6;[43200, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:07:53.007733;19.050025265285498;1;[];1979;no errors
2019-06-19 14:07:54.524145;20190619140619;cuda:0;0;Net_4;4;[3, 77, 151, 225, 300];[3, 3, 3, 3];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];5;[58800, 3000, 2251, 1502, 753, 5];0;2019-06-19 14:08:21.724127;13.03688731682668;1;[];1979;no errors
2019-06-19 14:08:23.381049;20190619140619;cuda:0;0;Net_5;4;[3, 77, 151, 225, 300];[6, 6, 6, 6];[1, 1, 1, 1];[4, 4, 4, 4];[2, 2, 2, 2];7;[50700, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:09:14.653254;26.07377463365336;1;[];1979;no errors
2019-06-19 14:09:16.238728;20190619140619;cuda:0;0;Net_6;7;[3, 45, 87, 130, 172, 215, 257, 300];[2, 2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];7;[1200, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:09:30.552864;13.03688731682668;1;[];1979;no errors
2019-06-19 14:09:32.166565;20190619140619;cuda:0;0;Net_7;5;[3, 62, 121, 181, 240, 300];[5, 5, 5, 5, 5];[1, 1, 1, 1, 1];[2, 2, 2, 2, 2];[2, 2, 2, 2, 2];3;[14700, 3000, 1502, 5];0;2019-06-19 14:09:59.868690;13.03688731682668;1;[];1979;no errors
2019-06-19 14:10:01.409719;20190619140619;cuda:0;0;Net_8;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];3;[58800, 3000, 1502, 5];0;2019-06-19 14:10:27.898250;22.890348660939868;1;[];1979;no errors
2019-06-19 14:10:30.457900;20190619140619;cuda:0;1;Net_0;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];4;[2700, 3000, 2001, 1003, 5];0;2019-06-19 14:10:46.239055;13.03688731682668;1;[];1979;no errors
2019-06-19 14:10:47.837059;20190619140619;cuda:0;1;Net_1;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];4;[2700, 3000, 2001, 1003, 5];0;2019-06-19 14:11:03.560258;22.890348660939868;1;[];1979;no errors
2019-06-19 14:11:05.149460;20190619140619;cuda:0;1;Net_2;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[4, 4, 4, 4];[2, 2, 2, 2];6;[50700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:11:30.750494;19.050025265285498;1;[];1979;no errors
2019-06-19 14:11:32.327913;20190619140619;cuda:0;1;Net_3;7;[3, 45, 87, 130, 172, 215, 257, 300];[5, 5, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];3;[300, 3000, 1502, 5];0;2019-06-19 14:11:55.072111;26.07377463365336;1;[];1979;no errors
2019-06-19 14:11:56.623763;20190619140619;cuda:0;1;Net_4;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:12:23.742811;18.948964123294594;1;[];1979;no errors
2019-06-19 14:12:25.320272;20190619140619;cuda:0;1;Net_5;6;[3, 52, 102, 151, 201, 250, 300];[2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];6;[300, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:12:38.346750;18.948964123294594;1;[];1979;no errors
2019-06-19 14:12:39.885420;20190619140619;cuda:0;1;Net_6;7;[3, 45, 87, 130, 172, 215, 257, 300];[4, 4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];7;[300, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:12:56.395441;22.890348660939868;1;[];1979;no errors
2019-06-19 14:12:57.950713;20190619140619;cuda:0;1;Net_7;4;[3, 77, 151, 225, 300];[6, 6, 6, 6];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];6;[58800, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:13:52.497943;18.948964123294594;1;[];1979;no errors
2019-06-19 14:13:54.127456;20190619140619;cuda:0;1;Net_8;5;[3, 62, 121, 181, 240, 300];[5, 5, 5, 5, 5];[1, 1, 1, 1, 1];[3, 3, 3, 3, 3];[2, 2, 2, 2, 2];7;[10800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:14:21.827102;19.050025265285498;1;[];1979;no errors
2019-06-19 14:14:24.428709;20190619140619;cuda:0;2;Net_0;4;[3, 77, 151, 225, 300];[6, 6, 6, 6];[1, 1, 1, 1];[4, 4, 4, 4];[3, 3, 3, 3];3;[1200, 3000, 1502, 5];0;2019-06-19 14:14:46.085573;19.050025265285498;1;[];1979;no errors
2019-06-19 14:14:47.730808;20190619140619;cuda:0;2;Net_1;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];4;[58800, 3000, 2001, 1003, 5];0;2019-06-19 14:15:31.540005;18.948964123294594;1;[];1979;no errors
2019-06-19 14:15:33.046539;20190619140619;cuda:0;2;Net_2;7;[3, 45, 87, 130, 172, 215, 257, 300];[2, 2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];6;[300, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:15:46.222199;22.890348660939868;1;[];1979;no errors
2019-06-19 14:15:47.823909;20190619140619;cuda:0;2;Net_3;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:16:03.873211;22.890348660939868;1;[];1979;no errors
2019-06-19 14:16:05.476322;20190619140619;cuda:0;2;Net_4;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];3;[2700, 3000, 1502, 5];0;2019-06-19 14:16:18.275649;18.948964123294594;1;[];1979;no errors
2019-06-19 14:16:19.813871;20190619140619;cuda:0;2;Net_5;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];3;[58800, 3000, 1502, 5];0;2019-06-19 14:16:52.275030;26.07377463365336;1;[];1979;no errors
2019-06-19 14:16:53.815937;20190619140619;cuda:0;2;Net_6;4;[3, 77, 151, 225, 300];[3, 3, 3, 3];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];6;[58800, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:17:21.336064;18.948964123294594;1;[];1979;no errors
2019-06-19 14:17:22.913770;20190619140619;cuda:0;2;Net_7;7;[3, 45, 87, 130, 172, 215, 257, 300];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];3;[1200, 3000, 1502, 5];0;2019-06-19 14:17:51.060406;22.890348660939868;1;[];1979;no errors
2019-06-19 14:17:52.740436;20190619140619;cuda:0;2;Net_8;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:18:37.103411;18.948964123294594;1;[];1979;no errors
2019-06-19 14:18:38.642662;20190619140619;cuda:0;2;Net_9;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:18:55.096207;26.07377463365336;1;[];1979;no errors
2019-06-19 14:18:56.600127;20190619140619;cuda:0;2;Net_10;5;[3, 62, 121, 181, 240, 300];[5, 5, 5, 5, 5];[1, 1, 1, 1, 1];[2, 2, 2, 2, 2];[2, 2, 2, 2, 2];7;[14700, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:19:25.267114;26.07377463365336;1;[];1979;no errors
2019-06-19 14:19:27.838435;20190619140619;cuda:0;3;Net_0;6;[3, 52, 102, 151, 201, 250, 300];[4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2];7;[2700, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:19:46.457167;22.890348660939868;1;[];1979;no errors
2019-06-19 14:19:48.001416;20190619140619;cuda:0;3;Net_1;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:20:21.802031;22.890348660939868;1;[];1979;no errors
2019-06-19 14:20:23.375646;20190619140619;cuda:0;3;Net_2;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];3;[58800, 3000, 1502, 5];0;2019-06-19 14:20:49.905856;18.948964123294594;1;[];1979;no errors
2019-06-19 14:20:51.455370;20190619140619;cuda:0;3;Net_3;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];6;[58800, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:21:24.747725;18.948964123294594;1;[];1979;no errors
2019-06-19 14:21:26.281948;20190619140619;cuda:0;3;Net_4;5;[3, 62, 121, 181, 240, 300];[2, 2, 2, 2, 2];[1, 1, 1, 1, 1];[3, 3, 3, 3, 3];[2, 2, 2, 2, 2];7;[14700, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:21:43.594875;18.948964123294594;1;[];1979;no errors
2019-06-19 14:21:45.172926;20190619140619;cuda:0;3;Net_5;6;[3, 52, 102, 151, 201, 250, 300];[4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];4;[300, 3000, 2001, 1003, 5];0;2019-06-19 14:21:59.806516;18.948964123294594;1;[];1979;no errors
2019-06-19 14:22:02.394120;20190619140619;cuda:0;4;Net_0;5;[3, 62, 121, 181, 240, 300];[4, 4, 4, 4, 4];[1, 1, 1, 1, 1];[2, 2, 2, 2, 2];[2, 2, 2, 2, 2];7;[14700, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:22:23.461467;26.07377463365336;1;[];1979;no errors
2019-06-19 14:22:25.089833;20190619140619;cuda:0;4;Net_1;7;[3, 45, 87, 130, 172, 215, 257, 300];[2, 2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2, 2];6;[300, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:22:39.482092;26.07377463365336;1;[];1979;no errors
2019-06-19 14:22:41.053693;20190619140619;cuda:0;4;Net_2;4;[3, 77, 151, 225, 300];[3, 3, 3, 3];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];6;[58800, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:23:08.187400;18.948964123294594;1;[];1979;no errors
2019-06-19 14:23:09.803518;20190619140619;cuda:0;4;Net_3;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:23:37.030712;26.07377463365336;1;[];1979;no errors
2019-06-19 14:23:38.603215;20190619140619;cuda:0;4;Net_4;6;[3, 52, 102, 151, 201, 250, 300];[4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];4;[300, 3000, 2001, 1003, 5];0;2019-06-19 14:23:53.289527;26.07377463365336;1;[];1979;no errors
2019-06-19 14:23:54.885272;20190619140619;cuda:0;4;Net_5;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:24:28.322789;19.050025265285498;1;[];1979;no errors
2019-06-19 14:24:29.884902;20190619140619;cuda:0;4;Net_6;7;[3, 45, 87, 130, 172, 215, 257, 300];[4, 4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];6;[1200, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:24:47.232973;18.948964123294594;1;[];1979;no errors
2019-06-19 14:24:48.763254;20190619140619;cuda:0;4;Net_7;7;[3, 45, 87, 130, 172, 215, 257, 300];[3, 3, 3, 3, 3, 3, 3];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];3;[300, 3000, 1502, 5];0;2019-06-19 14:25:01.334633;19.050025265285498;1;[];1979;no errors
2019-06-19 14:25:03.043995;20190619140619;cuda:0;4;Net_8;5;[3, 62, 121, 181, 240, 300];[7, 7, 7, 7, 7];[1, 1, 1, 1, 1];[2, 2, 2, 2, 2];[3, 3, 3, 3, 3];7;[300, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:25:25.515056;26.07377463365336;1;[];1979;no errors
2019-06-19 14:25:28.180147;20190619140619;cuda:0;5;Net_0;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];7;[50700, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:26:10.170970;26.07377463365336;1;[];1979;no errors
2019-06-19 14:26:11.780249;20190619140619;cuda:0;5;Net_1;7;[3, 45, 87, 130, 172, 215, 257, 300];[4, 4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];7;[1200, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:26:29.250936;19.050025265285498;1;[];1979;no errors
2019-06-19 14:26:30.861845;20190619140619;cuda:0;5;Net_2;4;[3, 77, 151, 225, 300];[6, 6, 6, 6];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:27:25.605100;22.890348660939868;1;[];1979;no errors
2019-06-19 14:27:27.118097;20190619140619;cuda:0;5;Net_3;7;[3, 45, 87, 130, 172, 215, 257, 300];[5, 5, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];6;[300, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:27:50.691240;19.050025265285498;1;[];1979;no errors
2019-06-19 14:27:52.245592;20190619140619;cuda:0;5;Net_4;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:28:36.273182;19.050025265285498;1;[];1979;no errors
2019-06-19 14:28:37.822433;20190619140619;cuda:0;5;Net_5;5;[3, 62, 121, 181, 240, 300];[2, 2, 2, 2, 2];[1, 1, 1, 1, 1];[2, 2, 2, 2, 2];[3, 3, 3, 3, 3];7;[300, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:28:51.150070;19.050025265285498;1;[];1979;no errors
2019-06-19 14:28:52.795672;20190619140619;cuda:0;5;Net_6;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:29:26.629238;22.890348660939868;1;[];1979;no errors
2019-06-19 14:29:28.271794;20190619140619;cuda:0;5;Net_7;5;[3, 62, 121, 181, 240, 300];[4, 4, 4, 4, 4];[1, 1, 1, 1, 1];[4, 4, 4, 4, 4];[2, 2, 2, 2, 2];7;[10800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:29:49.339929;26.07377463365336;1;[];1979;no errors
2019-06-19 14:29:50.902635;20190619140619;cuda:0;5;Net_8;7;[3, 45, 87, 130, 172, 215, 257, 300];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];7;[300, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:30:12.047597;18.948964123294594;1;[];1979;no errors
2019-06-19 14:30:14.559786;20190619140619;cuda:0;6;Net_0;5;[3, 62, 121, 181, 240, 300];[6, 6, 6, 6, 6];[1, 1, 1, 1, 1];[3, 3, 3, 3, 3];[2, 2, 2, 2, 2];7;[14700, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:30:51.675089;18.948964123294594;1;[];1979;no errors
2019-06-19 14:30:53.269322;20190619140619;cuda:0;6;Net_1;5;[3, 62, 121, 181, 240, 300];[6, 6, 6, 6, 6];[1, 1, 1, 1, 1];[3, 3, 3, 3, 3];[2, 2, 2, 2, 2];7;[14700, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:31:30.122547;22.890348660939868;1;[];1979;no errors
2019-06-19 14:31:31.897480;20190619140619;cuda:0;6;Net_2;4;[3, 77, 151, 225, 300];[7, 7, 7, 7];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];4;[58800, 3000, 2001, 1003, 5];0;2019-06-19 14:33:00.963795;22.890348660939868;1;[];1979;no errors
2019-06-19 14:33:02.539325;20190619140619;cuda:0;6;Net_3;6;[3, 52, 102, 151, 201, 250, 300];[2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2];6;[4800, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:33:17.488348;18.948964123294594;1;[];1979;no errors
2019-06-19 14:33:19.059646;20190619140619;cuda:0;6;Net_4;4;[3, 77, 151, 225, 300];[6, 6, 6, 6];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:34:14.189398;19.050025265285498;1;[];1979;no errors
2019-06-19 14:34:15.824785;20190619140619;cuda:0;6;Net_5;7;[3, 45, 87, 130, 172, 215, 257, 300];[2, 2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];7;[300, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:34:29.287243;22.890348660939868;1;[];1979;no errors
2019-06-19 14:34:30.961849;20190619140619;cuda:0;6;Net_6;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];3;[58800, 3000, 1502, 5];0;2019-06-19 14:34:57.198159;26.07377463365336;1;[];1979;no errors
2019-06-19 14:34:58.726630;20190619140619;cuda:0;6;Net_7;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];6;[58800, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:35:42.611833;13.03688731682668;1;[];1979;no errors
2019-06-19 14:35:44.347677;20190619140619;cuda:0;6;Net_8;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];4;[58800, 3000, 2001, 1003, 5];0;2019-06-19 14:36:17.767983;22.890348660939868;1;[];1979;no errors
2019-06-19 14:36:20.322862;20190619140619;cuda:0;7;Net_0;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];4;[2700, 3000, 2001, 1003, 5];0;2019-06-19 14:36:33.518634;19.050025265285498;1;[];1979;no errors
2019-06-19 14:36:35.032065;20190619140619;cuda:0;7;Net_1;4;[3, 77, 151, 225, 300];[6, 6, 6, 6];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:37:30.127542;22.890348660939868;1;[];1979;no errors
2019-06-19 14:37:31.671752;20190619140619;cuda:0;7;Net_2;5;[3, 62, 121, 181, 240, 300];[2, 2, 2, 2, 2];[1, 1, 1, 1, 1];[3, 3, 3, 3, 3];[2, 2, 2, 2, 2];6;[14700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 14:37:49.167270;22.890348660939868;1;[];1979;no errors
2019-06-19 14:37:50.711818;20190619140619;cuda:0;7;Net_3;4;[3, 77, 151, 225, 300];[7, 7, 7, 7];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];4;[58800, 3000, 2001, 1003, 5];0;2019-06-19 14:39:19.716558;18.948964123294594;1;[];1979;no errors
2019-06-19 14:39:21.340587;20190619140619;cuda:0;7;Net_4;4;[3, 77, 151, 225, 300];[7, 7, 7, 7];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];7;[58800, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:40:51.605153;19.050025265285498;1;[];1979;no errors
2019-06-19 14:40:53.178092;20190619140619;cuda:0;7;Net_5;5;[3, 62, 121, 181, 240, 300];[2, 2, 2, 2, 2];[1, 1, 1, 1, 1];[2, 2, 2, 2, 2];[3, 3, 3, 3, 3];7;[300, 3000, 2500, 2001, 1502, 1003, 504, 5];0;2019-06-19 14:41:06.371472;22.890348660939868;1;[];1979;no errors
2019-06-19 14:41:08.053659;20190619140619;cuda:0;7;Net_6;4;[3, 77, 151, 225, 300];[6, 6, 6, 6];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];4;[58800, 3000, 2001, 1003, 5];0;2019-06-19 14:42:01.991918;18.948964123294594;1;[];1979;no errors
2019-06-19 14:42:03.559679;20190619140619;cuda:0;7;Net_7;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];3;[2700, 3000, 1502, 5];0;2019-06-19 14:42:19.425481;26.07377463365336;1;[];1979;no errors
2019-06-19 14:42:21.103472;20190619140619;cuda:0;7;Net_8;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];3;[2700, 3000, 1502, 5];0;2019-06-19 14:42:36.568922;13.03688731682668;1;[];1979;no errors